n_estimators,learning_rate,num_leaves,subsample,subsample_freq,colsample_bytree,Train_RMSPE,Val_RMSPE
1000,0.01,31,0.6,1,1.0,0.5514070347697272,0.2488510543810884
1000,0.01,31,0.8,1,1.0,0.5523486819357407,0.2507552332750757
1000,0.01,31,0.6,1,0.8,0.5484102606051078,0.2507728591340861
1000,0.01,31,0.8,1,0.8,0.5510654297475421,0.2513252908774654
1000,0.01,31,1.0,1,0.8,0.5476486684713894,0.252162587853974
500,0.05,15,1.0,1,0.5,0.5443862750178093,0.2535291378720385
1000,0.01,31,1.0,1,1.0,0.5562951050488183,0.2535342990042665
500,0.01,63,0.6,1,0.5,0.5403096807760163,0.2555147814386271
500,0.05,15,0.6,1,0.5,0.5557808022251849,0.2557557568365751
500,0.01,63,0.8,1,0.5,0.5384881451742093,0.2557748708507901
500,0.01,63,1.0,1,0.5,0.5399615795863413,0.2563385844301466
500,0.05,15,0.8,1,0.5,0.5584539614350997,0.2568243047741259
1000,0.01,31,0.6,1,0.5,0.5553566078274662,0.2596132606903026
1000,0.01,31,0.8,1,0.5,0.5561759732528045,0.2603890188285561
1000,0.01,31,1.0,1,0.5,0.5582134261193871,0.2612958681760393
500,0.01,31,0.6,1,1.0,0.5760676598028616,0.2885045673314108
500,0.01,31,1.0,1,0.8,0.5672214920578358,0.288934480706857
500,0.01,31,0.8,1,1.0,0.575327034551903,0.2891458611841264
500,0.01,31,1.0,1,1.0,0.5745666160409297,0.2895022502387596
500,0.01,31,0.6,1,0.8,0.5697637316582084,0.2899263690069309
500,0.01,31,0.8,1,0.8,0.5730601845210024,0.2901458914146386
500,0.01,31,0.8,1,0.5,0.5662177338818184,0.2936725792286304
500,0.01,31,0.6,1,0.5,0.5641926323075617,0.2942739322841359
500,0.01,31,1.0,1,0.5,0.5671902317692974,0.2947129731961108
1000,0.01,15,0.6,1,1.0,0.5673526356261912,0.2974658843322141
1000,0.01,15,0.8,1,1.0,0.5708593939125942,0.2982116072833031
1000,0.01,15,1.0,1,1.0,0.5682501567466879,0.2983921926456006
1000,0.01,15,0.6,1,0.8,0.5784419438628018,0.3007448806155972
1000,0.01,15,1.0,1,0.8,0.5744966941773754,0.301053819195578
1000,0.01,15,0.8,1,0.8,0.5779336533269497,0.3017471282394345
1000,0.01,15,1.0,1,0.5,0.5759307717906066,0.3061132223662877
1000,0.01,15,0.6,1,0.5,0.5810274497512391,0.3067710868674398
1000,0.01,15,0.8,1,0.5,0.5784649945123425,0.3074807900286818
500,0.01,15,0.6,1,1.0,0.5853614837143561,0.3276687065357296
500,0.01,15,1.0,1,0.8,0.5916737165319471,0.3283141468145679
500,0.01,15,1.0,1,1.0,0.5858476408566667,0.3286282879075291
500,0.01,15,0.6,1,0.8,0.5946437161610787,0.3286819846320459
500,0.01,15,0.8,1,0.8,0.593480791024294,0.3294181215413134
500,0.01,15,0.8,1,1.0,0.5891273732943777,0.3294351402574857
500,0.01,15,0.6,1,0.5,0.5821873540874191,0.3320628187578318
500,0.01,15,1.0,1,0.5,0.5784101025433065,0.3320989570064668
500,0.01,15,0.8,1,0.5,0.5793552330047342,0.3322244247187481
