n_estimators,learning_rate,num_leaves,subsample,subsample_freq,colsample_bytree,Train_RMSPE,Val_RMSPE
500,0.01,31,0.6,1,0.5,0.1289348656843285,0.1161453476602158
500,0.01,15,0.8,1,0.8,0.1321151799257739,0.1204671133923538
500,0.01,15,0.6,1,0.8,0.1323971484912683,0.1204915462415486
500,0.01,15,1.0,1,0.8,0.1321273954043742,0.1205992816117272
500,0.01,15,0.6,1,1.0,0.132718715952927,0.1209535766617055
500,0.01,15,1.0,1,1.0,0.1329795531250218,0.1210320193425518
500,0.01,15,0.8,1,1.0,0.1327440590530209,0.1210672410844161
500,0.01,15,0.6,1,0.5,0.1388131873059049,0.1229690459023597
500,0.01,15,0.8,1,0.5,0.1386857660444684,0.1229950921095261
500,0.01,15,1.0,1,0.5,0.1389148572340002,0.1231950387185271
